StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade
5516,Student5516,Male,96,19,72,0,High,72
5517,Student5517,Female,83,18,78,1,Medium,68
5518,Student5518,Male,94,10,95,4,High,85
5519,Student5519,Male,97,5,67,0,High,70
5520,Student5520,Male,72,26,87,2,Medium,74
5521,Student5521,Female,83,25,89,5,Low,74
5522,Student5522,Female,80,31,70,3,Medium,69
5523,Student5523,Male,78,18,65,4,Low,59
5524,Student5524,Female,78,20,84,5,Medium,75
5525,Student5525,Female,93,12,69,0,Medium,69
5526,Student5526,Male,72,14,87,1,Medium,66
5527,Student5527,Female,93,35,84,2,High,85
5528,Student5528,Female,97,29,80,2,High,82
5529,Student5529,Female,84,28,62,2,High,71
5530,Student5530,Male,81,23,60,1,Medium,64
5531,Student5531,Female,87,22,69,4,High,74
5532,Student5532,Male,100,15,85,2,Low,77
5533,Student5533,Male,94,7,65,4,Low,67
5534,Student5534,Female,82,6,84,4,Medium,72
5535,Student5535,Male,88,17,94,3,Low,77
5536,Student5536,Male,78,15,60,3,Low,58
5537,Student5537,Male,99,15,75,3,High,80
5538,Student5538,Male,70,32,79,1,High,73
5539,Student5539,Female,94,28,64,0,Medium,65
5540,Student5540,Male,94,26,70,4,High,80
5541,Student5541,Female,77,23,66,0,High,63
5542,Student5542,Female,83,32,94,4,Medium,79
5543,Student5543,Female,98,31,65,2,High,78
5544,Student5544,Male,98,29,90,4,Low,84
5545,Student5545,Female,80,7,69,0,High,64
5546,Student5546,Male,79,34,65,2,Low,64
5547,Student5547,Male,94,23,61,2,High,71
5548,Student5548,Female,95,11,88,1,Medium,72
5549,Student5549,Male,77,18,94,5,Low,75
5550,Student5550,Female,85,20,61,4,High,74
5551,Student5551,Male,91,29,76,3,High,83
5552,Student5552,Male,73,17,73,1,High,63
5553,Student5553,Male,85,18,62,0,Low,62
5554,Student5554,Female,96,35,84,5,Low,80
5555,Student5555,Female,84,27,68,5,Medium,78
5556,Student5556,Male,77,23,86,4,Low,67
5557,Student5557,Female,91,11,92,5,Medium,80
5558,Student5558,Male,80,13,75,0,Low,63
5559,Student5559,Female,93,13,84,3,High,79
5560,Student5560,Female,98,25,66,4,Low,69
5561,Student5561,Male,82,31,75,1,High,68
5562,Student5562,Male,76,9,82,3,Medium,71
5563,Student5563,Female,85,7,84,4,High,80
5564,Student5564,Female,99,34,90,2,Medium,82
5565,Student5565,Male,82,35,90,3,High,81
5566,Student5566,Male,80,28,66,2,Low,64
5567,Student5567,Female,79,20,66,1,Medium,63
5568,Student5568,Female,94,20,78,1,High,73
5569,Student5569,Female,86,22,86,5,Medium,79
5570,Student5570,Male,90,7,65,1,Medium,63
5571,Student5571,Male,95,23,82,0,Low,71
5572,Student5572,Female,98,32,60,0,High,68
5573,Student5573,Female,95,22,68,2,Low,70
5574,Student5574,Male,75,26,70,3,Medium,65
5575,Student5575,Male,96,10,70,3,Medium,75
5576,Student5576,Male,84,15,74,1,High,72
5577,Student5577,Male,70,14,64,3,Low,57
5578,Student5578,Female,92,5,95,3,High,82
5579,Student5579,Male,77,29,66,4,Medium,68
5580,Student5580,Female,95,11,87,1,High,80
5581,Student5581,Female,81,9,92,2,High,72
5582,Student5582,Female,78,23,78,3,Medium,73
5583,Student5583,Female,92,5,93,0,High,78
5584,Student5584,Female,92,6,61,3,High,71
5585,Student5585,Male,71,6,83,3,Low,66
5586,Student5586,Female,92,26,62,1,Low,66
5587,Student5587,Male,86,27,80,2,Low,72
5588,Student5588,Male,74,12,76,5,High,70
5589,Student5589,Male,92,11,80,3,Low,73
5590,Student5590,Male,93,17,94,3,High,87
5591,Student5591,Female,78,19,60,0,Low,57
5592,Student5592,Female,91,5,77,1,Medium,68
5593,Student5593,Male,71,20,84,3,Low,69
5594,Student5594,Male,92,29,93,5,High,89
5595,Student5595,Female,93,6,84,2,Medium,75
5596,Student5596,Male,92,20,78,3,Low,73
5597,Student5597,Male,70,11,91,3,High,70
5598,Student5598,Male,82,23,84,1,Medium,74
5599,Student5599,Male,77,28,92,0,Medium,70
5600,Student5600,Male,100,33,60,5,High,84
5601,Student5601,Male,94,24,88,4,Medium,81
5602,Student5602,Female,70,16,81,1,Medium,60
5603,Student5603,Female,99,28,94,1,Medium,82
5604,Student5604,Female,85,16,70,4,Low,63
5605,Student5605,Female,83,30,65,5,High,74
5606,Student5606,Male,76,15,86,3,High,73
5607,Student5607,Male,92,8,75,2,High,68
5608,Student5608,Male,82,27,84,5,Medium,82
5609,Student5609,Female,95,17,74,3,High,76
5610,Student5610,Male,74,23,88,4,High,76
5611,Student5611,Male,97,7,67,2,High,75
5612,Student5612,Female,85,13,80,3,Medium,74
5613,Student5613,Female,100,33,71,3,High,81
5614,Student5614,Female,88,17,74,4,Low,73
5615,Student5615,Female,83,19,70,1,High,66
5616,Student5616,Female,78,21,91,3,High,78
5617,Student5617,Male,89,18,70,0,Medium,67
5618,Student5618,Female,74,31,89,1,High,73
5619,Student5619,Male,73,19,64,0,Low,53
5620,Student5620,Female,90,28,60,1,High,73
5621,Student5621,Female,82,23,94,5,Medium,80
5622,Student5622,Male,97,15,60,2,High,67
5623,Student5623,Female,96,12,80,3,High,75
5624,Student5624,Female,71,34,71,1,High,71
5625,Student5625,Female,77,33,64,2,High,70
5626,Student5626,Female,83,28,91,5,High,88
5627,Student5627,Male,83,12,91,1,High,70
5628,Student5628,Female,100,18,78,1,High,78
5629,Student5629,Male,94,32,70,0,Medium,68
5630,Student5630,Male,90,7,78,0,High,73
5631,Student5631,Female,87,17,64,3,High,67
5632,Student5632,Male,98,33,81,0,Medium,74
5633,Student5633,Female,85,22,95,5,Medium,80
5634,Student5634,Female,87,14,91,1,Medium,70
5635,Student5635,Male,70,27,83,3,High,75
5636,Student5636,Female,77,9,67,5,Low,66
5637,Student5637,Male,85,32,88,5,High,81
5638,Student5638,Male,88,29,74,5,High,85
5639,Student5639,Male,95,20,78,4,High,83
5640,Student5640,Male,93,33,87,4,High,88
5641,Student5641,Female,89,34,84,4,High,85
5642,Student5642,Male,72,29,82,0,Low,65
5643,Student5643,Female,91,9,80,0,High,69
5644,Student5644,Female,87,19,87,5,High,84
5645,Student5645,Female,75,8,76,2,High,67
5646,Student5646,Male,93,29,76,3,Medium,78
5647,Student5647,Male,85,24,62,4,Low,62
5648,Student5648,Female,95,19,62,0,Medium,65
5649,Student5649,Female,96,25,87,5,Medium,86
5650,Student5650,Female,88,5,95,5,Medium,76
5651,Student5651,Male,95,28,82,4,Low,80
5652,Student5652,Female,78,19,79,0,Medium,61
5653,Student5653,Female,92,8,70,5,High,78
5654,Student5654,Male,77,25,67,1,High,64
5655,Student5655,Male,83,24,65,0,Low,60
5656,Student5656,Male,95,25,92,0,High,78
5657,Student5657,Female,97,8,75,4,Low,73
5658,Student5658,Male,99,27,95,1,High,82
5659,Student5659,Female,87,8,75,1,High,73
5660,Student5660,Male,98,35,79,2,High,86
5661,Student5661,Male,97,12,72,4,High,79
5662,Student5662,Male,96,34,86,0,High,79
5663,Student5663,Female,85,21,92,0,High,71
5664,Student5664,Female,83,5,65,3,Low,63
5665,Student5665,Male,85,17,87,4,Low,73
5666,Student5666,Female,95,7,91,5,High,86
5667,Student5667,Female,80,11,89,5,High,77
5668,Student5668,Female,99,5,62,0,High,65
5669,Student5669,Male,100,19,93,5,High,94
5670,Student5670,Male,80,26,71,4,Medium,71
5671,Student5671,Female,74,30,67,4,High,69
5672,Student5672,Female,95,24,68,3,High,79
5673,Student5673,Male,71,23,75,1,High,66
5674,Student5674,Female,78,11,60,1,Medium,55
5675,Student5675,Female,85,25,71,3,Medium,74
5676,Student5676,Female,100,34,85,4,Medium,84
5677,Student5677,Male,84,19,83,3,Medium,75
5678,Student5678,Male,82,33,74,5,High,77
5679,Student5679,Female,91,33,72,0,High,77
5680,Student5680,Male,73,21,94,0,High,67
5681,Student5681,Female,100,26,74,5,High,84
5682,Student5682,Male,76,27,69,1,Medium,64
5683,Student5683,Female,84,10,87,5,Low,71
5684,Student5684,Male,70,19,76,5,Low,70
5685,Student5685,Male,83,27,65,3,Low,63
5686,Student5686,Female,70,27,74,1,Low,64
5687,Student5687,Female,83,5,86,0,Medium,69
5688,Student5688,Male,85,20,95,0,Low,71
5689,Student5689,Female,99,19,71,0,High,70
5690,Student5690,Female,85,29,91,2,Low,74
5691,Student5691,Male,95,33,65,4,Low,73
5692,Student5692,Male,82,31,60,3,High,69
5693,Student5693,Male,76,29,82,4,High,77
5694,Student5694,Male,73,13,65,4,High,67
5695,Student5695,Female,74,19,92,2,High,70
5696,Student5696,Male,76,28,91,0,Medium,70
5697,Student5697,Male,98,17,91,1,Medium,74
5698,Student5698,Male,75,13,92,5,Low,76
5699,Student5699,Male,82,26,62,1,Medium,63
5700,Student5700,Female,96,5,94,0,Medium,75
5701,Student5701,Female,100,29,95,0,High,86
5702,Student5702,Male,70,6,61,0,High,52
5703,Student5703,Male,92,26,95,0,High,76
5704,Student5704,Male,99,17,67,0,High,67
5705,Student5705,Male,70,32,94,3,Medium,79
5706,Student5706,Male,99,6,79,2,High,73
5707,Student5707,Male,95,11,91,0,High,75
5708,Student5708,Female,86,14,94,4,High,80
5709,Student5709,Female,91,26,73,5,High,80
5710,Student5710,Male,99,16,60,5,Medium,71
5711,Student5711,Female,83,25,60,3,High,69
5712,Student5712,Male,99,11,85,3,High,84
5713,Student5713,Male,85,7,78,2,Low,67
5714,Student5714,Male,98,26,64,4,High,76
5715,Student5715,Male,99,35,69,4,High,88
5716,Student5716,Male,96,28,86,4,High,88
5717,Student5717,Male,97,29,65,2,High,76
5718,Student5718,Female,98,5,75,3,Low,67
5719,Student5719,Male,76,19,72,1,High,65
5720,Student5720,Male,87,16,81,0,High,70
5721,Student5721,Male,80,14,92,5,High,83
5722,Student5722,Male,99,18,95,0,High,83
5723,Student5723,Male,86,17,62,5,Low,64
5724,Student5724,Male,99,31,70,2,Medium,77
5725,Student5725,Female,96,31,86,4,High,90
5726,Student5726,Male,77,28,61,3,Medium,63
5727,Student5727,Male,85,26,61,1,High,65
5728,Student5728,Male,91,25,69,3,Low,69
5729,Student5729,Male,70,15,61,2,High,59
5730,Student5730,Female,98,13,91,0,Medium,75
5731,Student5731,Female,100,20,80,3,Medium,83
5732,Student5732,Female,100,18,76,4,High,81
5733,Student5733,Female,73,33,94,2,Low,70
5734,Student5734,Male,80,24,64,4,Medium,68
5735,Student5735,Male,93,24,66,3,Low,68
5736,Student5736,Male,97,16,85,0,High,78
5737,Student5737,Male,99,19,63,3,High,73
5738,Student5738,Male,81,22,70,4,High,77
5739,Student5739,Male,90,11,72,1,High,66
5740,Student5740,Female,88,13,75,3,Low,69
5741,Student5741,Male,92,34,81,4,Medium,83
5742,Student5742,Female,89,31,69,3,Medium,77
5743,Student5743,Male,73,29,88,4,High,77
5744,Student5744,Female,78,33,68,1,Medium,69
5745,Student5745,Female,80,18,83,1,Low,69
5746,Student5746,Male,100,6,73,2,Medium,76
5747,Student5747,Female,90,29,65,5,High,78
5748,Student5748,Male,95,9,71,5,Medium,74
5749,Student5749,Male,97,12,82,5,Medium,84
5750,Student5750,Male,98,21,85,5,Medium,81
5751,Student5751,Male,81,28,80,2,Medium,69
5752,Student5752,Female,83,11,82,5,High,80
5753,Student5753,Male,89,31,83,4,High,80
5754,Student5754,Male,85,24,69,4,High,74
5755,Student5755,Male,73,17,93,5,Medium,78
5756,Student5756,Male,79,9,71,3,Low,61
5757,Student5757,Male,75,31,60,0,High,61
5758,Student5758,Male,73,32,92,1,High,72
5759,Student5759,Female,75,32,82,2,High,78
5760,Student5760,Female,70,25,81,0,High,69
5761,Student5761,Male,92,15,84,3,Low,70
5762,Student5762,Female,90,10,88,4,High,79
5763,Student5763,Male,84,17,76,4,Low,69
5764,Student5764,Male,70,25,76,5,Low,69
5765,Student5765,Male,74,6,95,0,Medium,63
5766,Student5766,Male,88,27,85,0,High,77
5767,Student5767,Female,89,30,62,3,High,72
5768,Student5768,Female,96,6,61,5,High,76
5769,Student5769,Female,97,20,64,5,Medium,77
5770,Student5770,Female,73,20,62,4,Medium,67
5771,Student5771,Male,85,33,79,3,Medium,75
5772,Student5772,Female,79,8,64,5,High,69
5773,Student5773,Female,88,27,90,4,High,82
5774,Student5774,Male,84,26,78,2,Medium,73
5775,Student5775,Male,70,16,87,4,Medium,67
5776,Student5776,Male,71,11,80,0,Low,59
5777,Student5777,Male,84,29,88,1,High,75
5778,Student5778,Male,78,5,71,2,Low,59
5779,Student5779,Female,98,34,91,3,High,88
5780,Student5780,Female,100,27,90,3,High,84
5781,Student5781,Female,97,18,64,1,Low,70
5782,Student5782,Male,88,26,62,1,High,65
5783,Student5783,Female,94,32,68,3,Low,73
5784,Student5784,Female,77,33,83,1,Low,72
5785,Student5785,Male,73,33,82,3,High,73
5786,Student5786,Male,81,21,75,1,Medium,70
5787,Student5787,Female,98,23,83,3,High,80
5788,Student5788,Male,76,19,78,5,High,73
5789,Student5789,Male,91,25,93,5,Medium,86
5790,Student5790,Female,77,29,76,3,Low,67
5791,Student5791,Male,81,12,79,1,High,70
5792,Student5792,Male,98,17,71,0,High,76
5793,Student5793,Male,89,22,69,5,High,78
5794,Student5794,Male,77,27,77,3,High,69
5795,Student5795,Female,86,14,93,2,Low,67
5796,Student5796,Male,99,26,70,5,High,85
5797,Student5797,Female,73,14,79,3,Medium,70
5798,Student5798,Male,99,23,60,1,Medium,73
5799,Student5799,Male,84,22,65,0,Low,64
5800,Student5800,Male,82,28,84,5,Medium,75
5801,Student5801,Female,87,12,74,4,High,74
5802,Student5802,Male,93,18,65,3,Low,64
5803,Student5803,Male,88,29,84,2,High,83
5804,Student5804,Female,88,14,62,2,High,66
5805,Student5805,Female,97,8,75,5,High,78
5806,Student5806,Female,71,31,74,3,High,69
5807,Student5807,Male,90,19,66,5,High,79
5808,Student5808,Female,80,19,84,5,Low,68
5809,Student5809,Male,97,15,90,3,High,87
5810,Student5810,Male,93,34,90,3,High,83
5811,Student5811,Male,86,29,65,4,Low,68
5812,Student5812,Male,90,31,74,3,Low,70
5813,Student5813,Male,81,14,83,2,Low,64
5814,Student5814,Male,80,8,65,3,Medium,65
5815,Student5815,Female,100,25,68,0,High,75
5816,Student5816,Male,91,12,86,5,Low,79
5817,Student5817,Male,91,26,63,1,High,67
5818,Student5818,Female,75,7,74,2,High,66
5819,Student5819,Female,86,29,92,4,High,80
5820,Student5820,Male,71,27,69,2,High,67
5821,Student5821,Male,99,35,63,1,Medium,73
5822,Student5822,Female,86,31,95,4,High,86
5823,Student5823,Male,81,19,65,4,High,69
5824,Student5824,Female,87,11,90,4,High,82
5825,Student5825,Female,73,9,79,1,High,64
5826,Student5826,Female,80,19,66,4,High,74
5827,Student5827,Female,80,23,72,2,Medium,66
5828,Student5828,Male,100,21,78,1,High,79
5829,Student5829,Male,88,20,86,3,High,77
5830,Student5830,Male,98,29,93,4,Medium,85
5831,Student5831,Female,72,10,92,3,High,74
5832,Student5832,Male,93,26,85,3,Medium,80
5833,Student5833,Male,92,26,66,1,High,68
5834,Student5834,Female,97,27,90,1,High,82
5835,Student5835,Male,96,20,64,0,High,74
5836,Student5836,Female,77,30,84,5,Medium,78
5837,Student5837,Female,95,20,66,4,High,80
5838,Student5838,Female,98,15,88,5,High,89
5839,Student5839,Male,73,7,95,1,High,70
5840,Student5840,Female,75,9,95,3,Medium,76
5841,Student5841,Female,74,30,61,4,High,70
5842,Student5842,Female,73,10,70,0,High,58
5843,Student5843,Male,88,35,67,3,Low,73
5844,Student5844,Female,71,33,84,4,High,80
5845,Student5845,Male,83,10,87,5,High,79
5846,Student5846,Female,85,22,77,0,High,68
5847,Student5847,Male,76,20,81,0,Low,61
5848,Student5848,Male,70,15,65,0,Low,57
5849,Student5849,Male,81,33,66,3,High,70
5850,Student5850,Male,93,19,92,5,High,90
5851,Student5851,Female,77,17,73,5,Medium,69
5852,Student5852,Female,92,8,63,2,Medium,70
5853,Student5853,Male,90,32,64,5,Medium,74
5854,Student5854,Female,74,22,93,2,Medium,75
5855,Student5855,Female,72,32,70,3,High,66
5856,Student5856,Male,99,25,86,4,High,82
5857,Student5857,Female,99,29,84,0,Medium,79
5858,Student5858,Female,90,34,70,0,Medium,68
5859,Student5859,Female,94,32,77,1,High,75
5860,Student5860,Female,97,7,86,1,Low,72
5861,Student5861,Male,92,8,60,1,Medium,59
5862,Student5862,Male,78,34,81,4,High,83
5863,Student5863,Female,70,15,89,0,High,70
5864,Student5864,Male,84,14,90,3,Medium,78
5865,Student5865,Female,94,34,82,4,Low,83
5866,Student5866,Male,72,18,80,2,High,67
5867,Student5867,Female,72,12,76,1,High,61
5868,Student5868,Female,85,33,90,2,High,77
5869,Student5869,Male,99,32,91,3,High,84
5870,Student5870,Male,92,24,88,5,High,84
5871,Student5871,Female,92,10,64,4,Medium,70
5872,Student5872,Male,90,5,70,2,Medium,62
5873,Student5873,Male,92,30,83,1,High,78
5874,Student5874,Female,92,22,61,1,Medium,70
5875,Student5875,Female,73,15,65,2,High,63
5876,Student5876,Male,70,26,76,0,Low,59
5877,Student5877,Female,73,19,95,3,Medium,69
5878,Student5878,Female,91,5,60,0,High,64
5879,Student5879,Male,80,34,74,5,Low,70
5880,Student5880,Male,88,12,65,3,High,74
5881,Student5881,Female,82,11,60,2,High,66
5882,Student5882,Female,93,16,65,1,Medium,66
5883,Student5883,Male,82,11,78,5,Medium,76
5884,Student5884,Male,92,31,62,3,High,78
5885,Student5885,Female,93,15,82,1,Medium,74
5886,Student5886,Male,89,31,61,3,High,71
5887,Student5887,Male,100,26,64,5,High,77
5888,Student5888,Female,97,15,78,1,Medium,74
5889,Student5889,Female,89,6,62,4,Low,64
5890,Student5890,Male,88,29,82,2,Low,69
5891,Student5891,Female,81,9,91,1,High,71
5892,Student5892,Female,93,26,64,5,High,80
5893,Student5893,Female,71,6,65,5,High,69
5894,Student5894,Male,78,18,61,0,High,64
5895,Student5895,Female,92,22,90,5,Medium,86
5896,Student5896,Male,79,19,75,5,High,78
5897,Student5897,Female,71,10,73,5,High,68
5898,Student5898,Female,88,7,87,4,High,79
5899,Student5899,Male,78,29,63,0,High,63
5900,Student5900,Male,90,13,64,0,Low,63
5901,Student5901,Female,75,19,74,2,Low,59
5902,Student5902,Female,87,30,91,1,High,76
5903,Student5903,Female,87,5,69,5,High,72
5904,Student5904,Female,97,30,70,4,High,79
5905,Student5905,Male,100,14,78,2,High,77
5906,Student5906,Male,87,32,92,5,High,89
5907,Student5907,Male,83,31,73,5,Medium,80
5908,Student5908,Female,85,26,85,1,High,72
5909,Student5909,Male,95,13,92,4,Low,78
5910,Student5910,Male,89,5,83,4,Low,69
5911,Student5911,Female,100,24,90,2,Low,82
5912,Student5912,Female,99,29,87,5,High,88
5913,Student5913,Male,81,9,78,5,Medium,75
5914,Student5914,Female,90,27,88,2,High,78
5915,Student5915,Female,73,8,84,0,High,63
5916,Student5916,Male,95,32,75,1,Low,71
5917,Student5917,Male,90,29,66,0,Medium,70
5918,Student5918,Female,72,14,69,2,Low,59
5919,Student5919,Female,88,21,79,4,High,78
5920,Student5920,Female,100,5,81,3,High,81
5921,Student5921,Male,82,23,84,0,High,69
5922,Student5922,Female,78,21,86,4,High,73
5923,Student5923,Male,77,31,60,1,High,64
5924,Student5924,Female,82,14,68,4,High,75
5925,Student5925,Female,93,19,75,5,Medium,76
5926,Student5926,Male,79,20,94,3,Medium,75
5927,Student5927,Male,89,31,74,5,Low,72
5928,Student5928,Female,88,6,74,5,Medium,75
5929,Student5929,Female,90,12,68,1,High,69
5930,Student5930,Female,84,7,74,4,Medium,73
5931,Student5931,Male,75,15,86,5,Low,68
5932,Student5932,Female,98,13,93,1,High,82
5933,Student5933,Female,80,32,83,4,High,80
5934,Student5934,Female,89,29,83,2,High,79
5935,Student5935,Female,81,6,85,5,Low,66
5936,Student5936,Male,83,9,92,4,Low,75
5937,Student5937,Female,87,17,72,2,High,69
5938,Student5938,Female,79,25,72,4,High,78
5939,Student5939,Male,74,19,79,3,High,68
5940,Student5940,Male,97,6,83,3,Medium,77
5941,Student5941,Female,73,17,80,5,High,75
5942,Student5942,Female,70,10,75,4,Medium,68
5943,Student5943,Male,97,9,90,3,High,85
5944,Student5944,Female,73,27,78,2,High,73
5945,Student5945,Female,99,9,94,0,Medium,80
5946,Student5946,Male,78,29,62,3,Medium,63
5947,Student5947,Male,83,15,88,3,High,78
5948,Student5948,Male,89,33,84,0,Medium,77
5949,Student5949,Male,98,16,91,3,Low,76
5950,Student5950,Female,99,34,63,4,Medium,77
5951,Student5951,Female,91,17,71,1,High,74
5952,Student5952,Male,79,17,91,2,Medium,69
5953,Student5953,Female,96,19,84,3,High,84
5954,Student5954,Female,99,9,62,2,Medium,68
5955,Student5955,Male,76,13,78,3,Low,67
5956,Student5956,Female,93,23,88,2,Medium,83
5957,Student5957,Female,89,28,71,1,High,76
5958,Student5958,Female,92,35,73,0,Medium,70
5959,Student5959,Male,82,10,90,5,Medium,75
5960,Student5960,Male,71,26,76,0,High,69
5961,Student5961,Male,93,14,89,0,Low,70
5962,Student5962,Female,75,17,75,5,Low,65
5963,Student5963,Female,77,7,93,1,High,72
5964,Student5964,Female,77,22,95,1,Low,73
5965,Student5965,Male,81,25,64,0,Medium,63
5966,Student5966,Female,85,33,78,4,High,84
5967,Student5967,Female,75,19,71,0,Medium,59
5968,Student5968,Male,89,13,60,5,Medium,69
5969,Student5969,Female,100,25,72,3,High,77
5970,Student5970,Male,89,14,80,5,High,77
5971,Student5971,Female,75,10,68,0,High,64
5972,Student5972,Female,94,17,61,5,High,74
5973,Student5973,Male,82,11,76,4,Medium,70
5974,Student5974,Female,95,13,89,0,Medium,72
5975,Student5975,Female,76,5,68,3,High,64
5976,Student5976,Female,73,18,63,4,Low,60
5977,Student5977,Male,93,16,78,3,High,77
5978,Student5978,Female,73,17,76,2,High,70
5979,Student5979,Male,85,21,85,5,High,77
5980,Student5980,Female,91,10,66,5,Medium,73
5981,Student5981,Female,81,13,75,0,High,69
5982,Student5982,Male,71,19,62,2,Medium,59
5983,Student5983,Female,88,30,63,2,High,76
5984,Student5984,Male,73,28,69,5,High,72
5985,Student5985,Male,97,5,93,1,High,79
5986,Student5986,Male,71,18,64,4,Medium,65
5987,Student5987,Male,85,34,61,2,Medium,68
5988,Student5988,Female,99,22,79,2,High,79
5989,Student5989,Female,79,13,69,3,High,70
5990,Student5990,Male,84,13,66,4,Medium,71
5991,Student5991,Male,94,27,84,5,Medium,85
5992,Student5992,Male,80,20,70,5,Medium,75
5993,Student5993,Female,82,23,83,0,High,75
5994,Student5994,Male,78,21,86,5,High,80
5995,Student5995,Male,99,5,83,3,Low,76
5996,Student5996,Male,70,13,60,3,High,64
5997,Student5997,Male,81,27,82,0,High,68
5998,Student5998,Female,95,20,65,1,Medium,72
5999,Student5999,Female,97,10,92,3,High,80
6000,Student6000,Female,95,10,75,3,High,76
6001,Student6001,Female,71,31,60,5,Medium,71
6002,Student6002,Male,84,8,62,1,High,61
6003,Student6003,Female,95,18,85,0,Medium,72
6004,Student6004,Female,96,30,70,3,Low,70
6005,Student6005,Male,96,8,80,0,Medium,68
6006,Student6006,Female,72,21,90,2,Low,63
6007,Student6007,Female,87,21,61,1,Low,64
6008,Student6008,Female,83,30,66,1,High,69
6009,Student6009,Male,96,28,67,5,Low,76
6010,Student6010,Female,73,19,93,5,High,79
6011,Student6011,Male,95,24,68,1,High,78
6012,Student6012,Male,96,24,65,0,High,71
6013,Student6013,Female,76,19,84,3,Medium,74
6014,Student6014,Male,95,25,69,1,High,77
6015,Student6015,Female,95,10,72,2,Medium,68
6016,Student6016,Female,80,20,89,4,Low,73
6017,Student6017,Female,82,8,80,2,High,72
6018,Student6018,Female,79,14,91,1,High,68
6019,Student6019,Female,75,35,66,0,Medium,62
6020,Student6020,Male,76,12,64,1,Low,60
6021,Student6021,Female,75,32,77,2,High,75
6022,Student6022,Male,73,23,95,2,Medium,72
6023,Student6023,Male,74,16,93,2,High,75
6024,Student6024,Male,76,35,67,1,High,65
6025,Student6025,Female,91,31,72,2,Medium,77
6026,Student6026,Female,95,12,75,3,Medium,71
6027,Student6027,Male,77,8,78,2,Medium,65
6028,Student6028,Male,96,27,82,3,High,81
6029,Student6029,Female,90,9,85,0,High,75
6030,Student6030,Female,99,25,64,3,Medium,74
6031,Student6031,Male,85,29,80,5,Low,75
6032,Student6032,Female,93,6,76,5,High,80
6033,Student6033,Female,88,7,67,1,Medium,67
6034,Student6034,Male,93,27,90,0,High,77
6035,Student6035,Female,91,20,66,1,High,70
6036,Student6036,Male,93,12,95,5,High,86
6037,Student6037,Male,76,23,95,5,Low,78
6038,Student6038,Male,91,15,90,1,Medium,79
6039,Student6039,Female,99,32,90,1,Low,79
6040,Student6040,Male,70,11,82,3,Low,63
6041,Student6041,Male,94,15,90,3,Medium,75
6042,Student6042,Male,76,9,72,3,Low,59
6043,Student6043,Female,79,27,76,1,High,72
6044,Student6044,Male,74,18,63,0,High,63
6045,Student6045,Female,79,29,78,2,High,72
6046,Student6046,Female,70,29,64,0,Low,56
6047,Student6047,Female,77,22,75,1,High,71
6048,Student6048,Female,80,27,65,1,High,67
6049,Student6049,Male,75,30,66,3,Medium,69
6050,Student6050,Female,74,9,82,3,High,73
6051,Student6051,Male,96,11,79,3,High,77
6052,Student6052,Male,98,6,74,2,Medium,67
6053,Student6053,Male,77,19,74,1,Medium,68
6054,Student6054,Female,92,17,68,4,Low,72
6055,Student6055,Female,100,18,67,4,Low,75
6056,Student6056,Male,77,12,64,2,Medium,58
6057,Student6057,Male,96,29,76,3,High,82
6058,Student6058,Female,96,24,81,2,Low,73
6059,Student6059,Male,99,7,66,5,Medium,75
6060,Student6060,Male,72,24,81,2,High,73
6061,Student6061,Female,73,5,67,1,High,55
6062,Student6062,Male,78,21,91,4,High,77
6063,Student6063,Male,83,21,60,4,Low,69
6064,Student6064,Female,88,17,67,4,High,74
6065,Student6065,Female,89,17,78,5,High,83
6066,Student6066,Male,82,7,74,4,Medium,69
6067,Student6067,Male,93,32,91,1,Low,76
6068,Student6068,Male,78,28,68,2,High,73
6069,Student6069,Male,93,35,62,3,High,75
6070,Student6070,Male,73,32,84,3,High,77
6071,Student6071,Female,89,23,81,1,High,77
6072,Student6072,Male,77,14,92,3,High,74
6073,Student6073,Female,93,32,76,4,Medium,78
6074,Student6074,Male,100,23,79,2,Medium,74
6075,Student6075,Female,93,19,80,1,High,76
6076,Student6076,Male,85,9,60,3,High,63
6077,Student6077,Male,79,14,68,5,High,74
6078,Student6078,Female,91,15,95,2,Medium,75
6079,Student6079,Male,75,8,81,1,High,69
6080,Student6080,Male,98,25,95,2,Medium,86
6081,Student6081,Male,77,23,71,1,High,64
6082,Student6082,Male,76,15,66,4,Low,64
6083,Student6083,Female,74,12,84,1,High,67
6084,Student6084,Male,98,25,84,0,High,82
6085,Student6085,Male,81,32,67,1,High,70
6086,Student6086,Female,80,16,71,0,Medium,65
6087,Student6087,Male,71,28,91,3,High,80
6088,Student6088,Male,94,7,92,0,Low,70
6089,Student6089,Female,77,22,61,3,High,65
6090,Student6090,Female,75,21,85,4,Medium,74
6091,Student6091,Male,71,6,91,0,Low,62
6092,Student6092,Female,79,33,95,5,High,84
6093,Student6093,Male,100,34,88,4,Medium,92
6094,Student6094,Male,97,33,94,2,High,84
6095,Student6095,Female,83,23,92,2,High,81
6096,Student6096,Male,74,15,81,3,Low,65
6097,Student6097,Male,92,10,90,1,Medium,70
6098,Student6098,Male,73,5,68,4,Medium,63
6099,Student6099,Male,79,17,92,0,High,76
6100,Student6100,Female,90,27,94,2,Medium,81
6101,Student6101,Female,95,33,73,0,Low,71
